ilanBasligi,adres,il,fiyat(TRY),ilanID,ilanTarihi,marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,motorHacmi(Cc),motorGucu(HP),cekisTipi,boyaParcaDurumu,takasUygunluk,saticiTuru,aracVergisi(TRY),hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı
Sahibinden Fiat Tipo 1.4 SX ie 1998 Model,Sırasöğütler Mh. Darıca,Kocaeli,195.000 TL,28809652,07 Nisan 2025,Fiat,Tipo,1.4 SX ie,230.000 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1372 cc,70 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,436,,13,0,0,0,0
2021 HATASIZ BOYASIZ FİAT EGEA 1.3 MULTİJET EASY START STOP 16 JANT 95 HP,Altınkaya Mh. Bafra,Samsun,770.000 TL,28809905,07 Nisan 2025,Fiat,Egea,1.3 Multijet Easy,121.000 km,2021.0,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
2020 HATASIZ FİAT EGEA 1.3 MULTİJET EASY PLUS START STOP HIZ SABİTLEME 95 HP,Altınkaya Mh. Bafra,Samsun,765.000 TL,28810395,07 Nisan 2025,Fiat,Egea,1.3 Multijet Easy Plus,82.000 km,2020.0,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Kapı  Sağ Ön Kapı  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,11,2,0,0,0
Galeriden Fiat Punto EVO 1.4 Fire Dynamic 2010 Model Aydın,Yeni Mh. Kuyucak,Aydın,385.000 TL,28810400,07 Nisan 2025,Fiat,Punto,EVO 1.4 Fire Dynamic,252.000 km,2010.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1368 cc,77 hp,Önden Çekiş,Orjinal  Tavan  Motor Kaputu  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Ön Tampon  Arka Tampon,Takasa Uygun,,1.135,,2,0,9,0,2
Sahibinden Değişensiz Tramersiz Boyasız Orijinal Fiesta,Gülyaka Mh. Karabağlar,İzmir,550.000 TL,28758555,07 Nisan 2025,Ford,Fiesta,1.4 Titanium X,246.000 km,2011.0,Düz,LPG & Benzin,Hatchback/5,Bordo,1388 cc,96 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Sahibinden,,tutarı yok,13,0,0,0,0
Hatasız Kazasız Boyasız Ford Fiesta 1.1 Style 2022 Model 25Bin KM,Yeni Sanayi Mh. Nazilli,Aydın,845.000 TL,28812265,07 Nisan 2025,Ford,Fiesta,1.1 Style,25.000 km,2022.0,Düz,Benzin,Hatchback/5,Beyaz,1084 cc,75 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,2.545,tutarı yok,13,0,0,0,0
NAVİGASYON'LU FULL PAKET 2016 FORD FOCUS TİTANİUM OTOMATİK VİTES,Fevziçakmak Mh. Karatay,Konya,830.000 TL,28748877,04 Nisan 2025,Ford,Focus,1.5 TDCi Titanium,237.000 km,2016.0,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,1.440,6,7,0,0,0
2021 ÇKŞ HATASIZ TİTANİUM fUL+ FULL FOCUS,Yüzüncüyıl Mh. Çukurova,Adana,1.199.000 TL,28713902,04 Nisan 2025,Ford,Focus,1.5 TDCi Titanium,146.000 km,2020.0,Otomatik,Dizel,Sedan,Gri (Gümüş),1500 cc,120 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,6.000,0,0,2,0,11
FORD FOCUS 1.6 TDCİ TREND 2012 ModeL ( Değişensiz ),Muradiye Mh. Yunusemre,Manisa,635.000 TL,28675785,03 Nisan 2025,Ford,Focus,1.6 TDCi Trend,265.000 km,2012.0,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,1.135,4.000,9,0,4,0,0
Sahibinden Ford Mondeo 1.6 TDCi Titanium 2015 Model 218.000 km Siyah,Yalı Mh. Erdek,Balıkesir,1.095.000 TL,28691303,02 Nisan 2025,Ford,Mondeo,1.6 TDCi Titanium,218.000 km,2015.0,Düz,Dizel,Sedan,Siyah,1560 cc,115 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,1.606,tutarı yok,9,0,4,0,0
Sahibinden Ford Fusion 1.6 TDCi Lux 2006 Model,Çiftlik Mh. Gölcük,Kocaeli,320.000 TL,28676170,02 Nisan 2025,Ford,Fusion,1.6 TDCi Lux,299.000 km,2006.0,Düz,Dizel,Hatchback/5,Gri,1560 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  Arka Tampon  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon,,Sahibinden,,2.000,0,0,0,1,12
2020 FORD FOCUS 1.5 TDCİ OTOMATİK HATASIZ EMSALSİZ TEMİZLİKTE,Çıkınlar Mh. Merkez,Bolu,1.200.000 TL,28616461,27 Mart 2025,Ford,Focus,1.5 TDCi Trend X,128.000 km,2020.0,Otomatik,Dizel,Sedan,Füme,1500 cc,120 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,,,13,0,0,0,0
2020 MODEL ORJİNAL BOYASIZ FOCUS TREND X 1.5 TDCİ 120 PS,100. Yıl Mh. Bağcılar,İstanbul,1.190.000 TL,28041336,25 Mart 2025,Ford,Focus,1.5 TDCi Trend X,100.000 km,2020.0,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,,,13,0,0,0,0
SAĞLAMLARDAN DEĞİŞENSİZ OTOMATİK1.5 DİZEL FORD FOCUS SW,Merkez Çumra,Konya,750.000 TL,27963336,27 Şubat 2025,Ford,Focus,1.5 TDCi Trend X,320.000 km,2016.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1499 cc,120 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sağ Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,1.606,5.000,10,0,3,0,0
Galeriden Ford Escort 1.6 CLX 1998 Model Osmaniye,Şirinevler Mh. Merkez,Osmaniye,155.000 TL,28452370,07 Nisan 2025,Ford,Escort,1.6 CLX,350.000 km,1998.0,Düz,LPG & Benzin,Hatchback/3,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,,0,0,0,0,13
FORD ESCORT 1.6 MOTOR BAKIMLI LPGLİ,Kurtuluş Mh. Gönen,Balıkesir,154.000 TL,28343021,28 Mart 2025,Ford,Escort,1.6 CLX,235.000 km,1996.0,Düz,LPG & Benzin,Sedan,Mavi,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
FORD FOCUS 1.6 LPGLİ TAM OTOMATİK BAKIMLI,Kurtuluş Mh. Gönen,Balıkesir,555.000 TL,27366323,25 Şubat 2025,Ford,Focus,1.6 Trend,181.000 km,2010.0,Otomatik,LPG & Benzin,Sedan,Gri,1596 cc,100 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,1.135,,13,0,0,0,0
BAKIR MOTORS'TAN 2006 MAKYAJLI FİESTA SIFIR MOTOR SIFIR YÜRÜYEN,Ahi Evran Mh. Sincan,Ankara,292.900 TL,28817967,07 Nisan 2025,Ford,Fiesta,1.4 TDCi Comfort,350.000 km,2006.0,Düz,Dizel,Hatchback/5,Gri,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
TEMİZ 4 PARÇA BOYALI 2015 TİTANİUM FORD FOCUS,19 Mayıs Mh. Keçiören,Ankara,810.000 TL,28817767,07 Nisan 2025,Ford,Focus,1.6 TDCi Titanium,240.000 km,2015.0,Düz,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sol Arka Çamurluk  Sağ Ön Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,Galeriden,1.606,5.750,0,0,4,0,9
Sahibinden Ford Fiesta 1.4 TDCi Comfort 2007 Model,Yeni Mh. Susurluk,Balıkesir,417.750 TL,27270100,07 Nisan 2025,Ford,Fiesta,1.4 TDCi Comfort,247.480 km,2007.0,Düz,Dizel,Hatchback/5,Gri (titanyum),1399 cc,68 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sol Arka Çamurluk  Değişmiş  Sol Ön Çamurluk  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,1.298,0,0,1,1,11
Sahibinden Ford Focus 1.6 TDCi Trend X 2015 Model,Kaynarca Mh. Pendik,İstanbul,845.000 TL,12669978,07 Nisan 2025,Ford,Focus,1.6 TDCi Trend X,113.250 km,2015.0,Düz,Dizel,Sedan,Mavi,1560 cc,95 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Tavan  Lokal boyalı  -  Boyalı  Sol Arka Çamurluk  Sağ Ön Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  Sol Arka Kapı  Motor Kaputu  Belirtilmemiş  Ön Tampon  Arka Tampon,Takasa Uygun Değil,Sahibinden,1.606,2.500,4,0,5,2,2
Fiesta 1.25 Ghia HATASIZ BOYASIZ DEĞİŞENSİZ,Kocacami Mh. Burhaniye,Balıkesir,259.500 TL,28817103,07 Nisan 2025,Ford,Fiesta,1.25 Ghia,233.000 km,2001.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,1242 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Ön Çamurluk  Boyalı  Motor Kaputu  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,Galeriden,219,400,0,1,1,0,11
Ford Focus 1.5 TDCi Trend X 2015 Model Adana,Yeni Mh. Sarıçam,Adana,865.000 TL,28817051,07 Nisan 2025,Ford,Focus,1.5 TDCi Trend X,199.000 km,2015.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Kapı  Değişmiş  Sağ Ön Kapı  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,Galeriden,1.606,,0,0,1,1,11
96 Model Ford Escort 1.6 Clx Orjinal 195.000 km'de,Mahkeme Mh. Burhaniye,Balıkesir,200.000 TL,28817109,07 Nisan 2025,Ford,Escort,1.6 CLX,195.000 km,1996.0,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
FORD FOCUS TREND-X 2010 MODEL,Sütçüler Mh. Kepez,Antalya,425.000 TL,27899297,07 Nisan 2025,Ford,Focus,1.6 TDCi Trend X,296.000 km,2010.0,Düz,Dizel,Sedan,Gri,1560 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon  Değişmiş  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun Değil,Sahibinden,1.135,189,0,0,12,1,0
Ford Focus 1.6 TDCi Trend X 2016 Model Adana,Yeni Mh. Sarıçam,Adana,757.000 TL,28816937,07 Nisan 2025,Ford,Focus,1.6 TDCi Trend X,215.000 km,2016.0,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Arka Kaput  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Motor Kaputu  Ön Tampon  Arka Tampon,Takasa Uygun,Galeriden,1.606,,0,0,4,0,9
YENİ KASA FOCUS....,Beyazevler Mh. Gaziemir,İzmir,579.000 TL,28816866,07 Nisan 2025,Ford,Focus,1.6 TDCi Trend X,245.000 km,2012.0,Düz,Dizel,Hatchback/5,Siyah,1560 cc,95 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  Motor Kaputu  Belirtilmemiş  -,Takasa Uygun,Galeriden,1.135,,12,0,0,1,0
SEFA OTOMOTİV FORD FOCUS 1.6 TDCİ 110 BG,Donanma Mh. Gölcük,Kocaeli,522.000 TL,28816807,07 Nisan 2025,Ford,Focus,1.6 TDCi Trend,292.000 km,2008.0,Düz,Dizel,Sedan,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,8,5,0,0,0
Sahibinden Ford Mondeo 1.6 Titanium 2008 Model,Karaağaç Mh. Kapaklı,Tekirdağ,415.000 TL,27281992,07 Nisan 2025,Ford,Mondeo,1.6 Titanium,375.000 km,2008.0,Düz,LPG & Benzin,Sedan,Siyah,1596 cc,125 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Sol Arka Kapı  Boyalı  -  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,Sahibinden,436,tutarı yok,0,3,0,0,10
pazarlıksız son fiyat Sahibinden Ford Fiesta 1.4 2011,Büyükkolpınar Mh. Atakum,Samsun,475.000 TL,27851554,07 Nisan 2025,Ford,Fiesta,1.4 TDCi Trend,150.000 km,2011.0,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Boyalı  Sağ Ön Kapı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,2,2,0,9
Öğretmenden Ford Focus 1.6 Ti-VCT Trend X 2015 Model park sensör .hız sbt. Full,Kale Mh. Merkez,Muş,897.000 TL,28815645,07 Nisan 2025,Ford,Focus,1.6 Ti-VCT Trend X,104.000 km,2015.0,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596 cc,125 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,400,0,0,1,0,12
WOLF-CAR MOTORSTAN HATASIZ BOYASIZ 220 BİNDE TERTEMİZ,Karacaahmet Mh. Şehitkamil,Gaziantep,440.000 TL,28816429,07 Nisan 2025,Ford,Fusion,1.4 TDCi Urbanite,220.000 km,2009.0,Düz,Dizel,Hatchback/5,Füme,1399 cc,68 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,Galeriden,436,,13,0,0,0,0
GALERİA C3 DEN TİTANİUM SUNROFF MERCEK FAR DERİ DÖŞEMEOTOMATİK,Merkez Şişli,İstanbul,589.000 TL,28525418,07 Nisan 2025,Ford,Focus,1.6 Titanium,230.000 km,2010.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1596 cc,100 hp,Önden Çekiş,Orjinal  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Ön Tampon  Arka Tampon  Lokal boyalı  Arka Kaput  Sağ Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Boyalı  Sağ Arka Çamurluk  Değişmiş  Sağ Ön Kapı  Sağ Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,Galeriden,1.135,,5,5,1,2,0
KYL MOTORS'TAN 2017 FORD FOCUS TİTANİUM,Gökevler Mh. Esenyurt,İstanbul,740.000 TL,28816326,07 Nisan 2025,Ford,Focus,1.6 Ti-VCT Titanium,108.000 km,2017.0,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Sol Arka Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,,,,6,0,4,3,0
BOYASIZ DÜŞÜK KM FOCUS 2.5 SEDAN,Eskisaray Mh. Merkez,Niğde,610.000 TL,28816322,07 Nisan 2025,Ford,Focus,1.6 TDCi Collection,195.500 km,2011.0,Düz,Dizel,Sedan,Beyaz,1560 cc,110 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,1.135,,13,0,0,0,0
AKMAN'DAN 2014 FORD FİESTA 1.6 TİTANIUM 104.000KM,Balıkhisar Mh. Akyurt,Ankara,685.000 TL,28816298,07 Nisan 2025,Ford,Fiesta,1.6 Titanium,104.000 km,2014.0,Otomatik,Benzin,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,8,0,5,0,0
BOYA DEĞİŞEN YOK + TESLA EKRAN,Eskisaray Mh. Merkez,Niğde,605.000 TL,28816280,07 Nisan 2025,Ford,Focus,1.6 TDCi Trend,305.000 km,2012.0,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,Galeriden,1.135,,13,0,0,0,0
